File Name,File Path,Created Time,Last Modified Time,SHA256 Hash,,
sales_data.txt,scan_folder\sales_data.txt,2026-04-06 10:54:54,2026-04-14 20:21:37.506826,4f9c00caf26a5c755ab7304ee21effc089023c901c65b2957d72de322dcb608e,UNCHANGED,2026-04-15 00:24:05.801596
Assignment.docx,scan_folder\Assignment.docx,2026-04-14 23:58:04.177900,2026-04-15 00:04:26.659838,f99e1499e4c1f33ed762891d488ca7c327ced526a28729ecb24d2207ae4b86c9,UNCHANGED,2026-04-15 00:24:11.904085
employee_access.txt,scan_folder\employee_access.txt,2026-03-04 14:23:40,2026-04-15 00:24:05.710593,53b865be419041110fd0883d7bcd6cfe083b95181b4f124ec89a1ca7fff6d53f,UNCHANGED,2026-04-15 00:24:11.904085
payment_logs.txt,scan_folder\payment_logs.txt,2026-03-04 14:39:34,2026-04-14 20:21:37.498822,badd79f4494346e09ac943fb6980d30097ae07c2d371b188a6b0ce86bf74d546,UNCHANGED,2026-04-15 00:24:11.904085
sales_data.txt,scan_folder\sales_data.txt,2026-04-06 10:54:54,2026-04-14 20:21:37.506826,4f9c00caf26a5c755ab7304ee21effc089023c901c65b2957d72de322dcb608e,UNCHANGED,2026-04-15 00:24:11.904085
Assignment.docx,scan_folder\Assignment.docx,2026-04-14 23:58:04.177900,2026-04-15 00:04:26.659838,f99e1499e4c1f33ed762891d488ca7c327ced526a28729ecb24d2207ae4b86c9,UNCHANGED,2026-04-15 00:26:14.825851
employee_access.txt,scan_folder\employee_access.txt,2026-03-04 14:23:40,2026-04-15 00:24:05.710593,53b865be419041110fd0883d7bcd6cfe083b95181b4f124ec89a1ca7fff6d53f,UNCHANGED,2026-04-15 00:26:14.825851
payment_logs.txt,scan_folder\payment_logs.txt,2026-03-04 14:39:34,2026-04-14 20:21:37.498822,badd79f4494346e09ac943fb6980d30097ae07c2d371b188a6b0ce86bf74d546,UNCHANGED,2026-04-15 00:26:14.825851
sales_data.txt,scan_folder\sales_data.txt,2026-04-06 10:54:54,2026-04-14 20:21:37.506826,4f9c00caf26a5c755ab7304ee21effc089023c901c65b2957d72de322dcb608e,UNCHANGED,2026-04-15 00:26:14.825851
Assignment.docx,scan_folder\Assignment.docx,2026-04-14 23:58:04.177900,2026-04-15 00:04:26.659838,f99e1499e4c1f33ed762891d488ca7c327ced526a28729ecb24d2207ae4b86c9,UNCHANGED,2026-04-15 00:27:38.379988
employee_access.txt,scan_folder\employee_access.txt,2026-03-04 14:23:40,2026-04-15 00:27:38.307638,072e830565e499f3b198ab2054357114716da624b9b4878e55568b3611addacb,MODIFIED,2026-04-15 00:27:38.379988
payment_logs.txt,scan_folder\payment_logs.txt,2026-03-04 14:39:34,2026-04-14 20:21:37.498822,badd79f4494346e09ac943fb6980d30097ae07c2d371b188a6b0ce86bf74d546,UNCHANGED,2026-04-15 00:27:38.379988
sales_data.txt,scan_folder\sales_data.txt,2026-04-06 10:54:54,2026-04-14 20:21:37.506826,4f9c00caf26a5c755ab7304ee21effc089023c901c65b2957d72de322dcb608e,UNCHANGED,2026-04-15 00:27:38.379988
Assignment.docx,scan_folder\Assignment.docx,2026-04-14 23:58:04.177900,2026-04-15 00:04:26.659838,f99e1499e4c1f33ed762891d488ca7c327ced526a28729ecb24d2207ae4b86c9,UNCHANGED,2026-04-15 00:27:57.717922
employee_access.txt,scan_folder\employee_access.txt,2026-03-04 14:23:40,2026-04-15 00:27:38.307638,072e830565e499f3b198ab2054357114716da624b9b4878e55568b3611addacb,UNCHANGED,2026-04-15 00:27:57.717922
payment_logs.txt,scan_folder\payment_logs.txt,2026-03-04 14:39:34,2026-04-14 20:21:37.498822,badd79f4494346e09ac943fb6980d30097ae07c2d371b188a6b0ce86bf74d546,UNCHANGED,2026-04-15 00:27:57.717922
sales_data.txt,scan_folder\sales_data.txt,2026-04-06 10:54:54,2026-04-14 20:21:37.506826,4f9c00caf26a5c755ab7304ee21effc089023c901c65b2957d72de322dcb608e,UNCHANGED,2026-04-15 00:27:57.717922
Assignment.docx,scan_folder\Assignment.docx,2026-04-14 23:58:04.177900,2026-04-15 00:04:26.659838,f99e1499e4c1f33ed762891d488ca7c327ced526a28729ecb24d2207ae4b86c9,UNCHANGED,2026-04-15 00:28:20.061983
employee_access.txt,scan_folder\employee_access.txt,2026-03-04 14:23:40,2026-04-15 00:27:38.307638,072e830565e499f3b198ab2054357114716da624b9b4878e55568b3611addacb,UNCHANGED,2026-04-15 00:28:20.061983
payment_logs.txt,scan_folder\payment_logs.txt,2026-03-04 14:39:34,2026-04-14 20:21:37.498822,badd79f4494346e09ac943fb6980d30097ae07c2d371b188a6b0ce86bf74d546,UNCHANGED,2026-04-15 00:28:20.061983
sales_data.txt,scan_folder\sales_data.txt,2026-04-06 10:54:54,2026-04-14 20:21:37.506826,4f9c00caf26a5c755ab7304ee21effc089023c901c65b2957d72de322dcb608e,UNCHANGED,2026-04-15 00:28:20.061983
Assignment.docx,scan_folder\Assignment.docx,2026-04-14 23:58:04.177900,2026-04-15 00:04:26.659838,f99e1499e4c1f33ed762891d488ca7c327ced526a28729ecb24d2207ae4b86c9,UNCHANGED,2026-04-15 00:40:17.328216
